signature,maxTargetSdk,publicAlternatives,trackingBug
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioActiveDeviceManagerGroupHandlingFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioAddSamplingFrequencies()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioApiSynchronizedBlockFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioBroadcastAudioHandoverPolicies()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioBroadcastFeatureSupport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioBroadcastMonitorSourceSyncStatus()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioBroadcastVolumeControlForConnectedDevices()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioCallbackOnGroupStreamStatus()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioCodecConfigCallbackOrderFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioDynamicSpatialAudio()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioEnableHealthBasedActions()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioHalClientAsrc()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioMcsTbsAuthorizationRebondFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioMulticodecAidlSupport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioMultipleVocsInstancesApi()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioStartStreamRaceFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioUnicastInactivateDeviceBasedOnContext()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->leaudioVolumeChangeOnRingtoneFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->metadataApiInactiveAudioDeviceUponConnection()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->mfiHasUuid()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->nrpaNonConnectableAdv()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->oppFixMultipleNotificationsIssues()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->oppServiceFixIndexOutOfBoundsExceptionInUpdateThread()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->oppStartActivityDirectlyFromNotification()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->phyToNative()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->pretendNetworkService()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->removeBondWithAddressMap()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->reportVscDataFromTheGdController()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->resetPairingOnlyForRelatedServiceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->retryEscoWithZeroRetransmissionEffort()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->rfcommAlwaysUseMitm()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->rnrCancelBeforeEventRace()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->rnrPresentDuringServiceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->runBleAudioTicksInWorkerThread()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->scanManagerRefactor()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->scanTimeoutReset()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->settingsCanControlHapPreset()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->skipUnknownRobustCaching()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->supportExclusiveManager()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->supportMetadataDeviceTypesApis()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->synchronousBtaSec()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->systemServerMessenger()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->unixFileSocketCreationFailure()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->useDspCodecWhenControllerDoesNotSupport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->useEntireMessageHandle()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->useLeShimConnectionMapGuard()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->useNewAirplaneMode()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->useNewSatelliteMode()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlags;->vcpMuteUnmute()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->a2dpConcurrentSourceSink()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->a2dpOffloadCodecExtensibility()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->airplaneRessourcesInApp()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->allowSwitchingHidAndHogp()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->apiGetConnectionStateSyncOnMain()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->apiGetConnectionStateUsingIdentityAddress()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->ashaAsrc()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->asymmetricPhyForUnidirectionalCis()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->audioHalVersionClass()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->audioRoutingCentralization()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->autoConnectOnHfpWhenNoA2dpDevice()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->autoConnectOnMultipleHfpWhenNoA2dpDevice()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->autoOnFeature()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->bluffsMitigation()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->brcmBetterLeScanParams()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->breakUhidPollingEarly()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->btSocketApiL2capCid()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->btSystemContextReport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->btaDmDeferDeviceDiscoveryStateChangeUntilRnrComplete()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->btaDmDiscStuckInCancellingFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->channelSounding()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->channelSoundingInStack()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->closeRfcommInsteadOfReset()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->connectHidAfterServiceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->correctBondTypeOfLoadedDevices()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->delayBondingWhenBusy()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->divideLongSingleGapData()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->dumpsysUsePassedInFd()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->enableSniffOffload()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->encryptedAdvertisingData()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->enumerateGattErrors()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->fixLeOobPairingBypass()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->fixLePairingPasskeyEntryBypass()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->fixNonconnectableScannableAdvertisement()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->fixPairingFailureReasonFromRemote()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->forceBredrForSdpRetry()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->gattCleanupRestrictedHandles()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->gattDropAclOnOutOfResourcesFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->gattFixDeviceBusy()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->gattReconnectOnBtOnFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->gdxDeviceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->gdxServiceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->getAddressTypeApi()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->handleDeliverySendingFailureEvents()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->hfpCodecAptxVoice()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->higherL2capFlushThreshold()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->identityAddressNullIfUnknown()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->ignoreBondTypeForLe()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->isScoManagedByAudio()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->keepStoppedMediaBrowserService()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->keyMissingBroadcast()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->l2capTxCompleteCbInfo()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leAudioDevTypeDetectionFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leAudioFastBondParams()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->lePeriodicScanningReassembler()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leScanFixRemoteException()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leScanParametersFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioActiveDeviceManagerGroupHandlingFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioAddSamplingFrequencies()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioApiSynchronizedBlockFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioBroadcastAudioHandoverPolicies()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioBroadcastFeatureSupport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioBroadcastMonitorSourceSyncStatus()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioBroadcastVolumeControlForConnectedDevices()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioCallbackOnGroupStreamStatus()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioCodecConfigCallbackOrderFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioDynamicSpatialAudio()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioEnableHealthBasedActions()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioHalClientAsrc()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioMcsTbsAuthorizationRebondFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioMulticodecAidlSupport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioMultipleVocsInstancesApi()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioStartStreamRaceFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioUnicastInactivateDeviceBasedOnContext()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->leaudioVolumeChangeOnRingtoneFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->metadataApiInactiveAudioDeviceUponConnection()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->mfiHasUuid()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->nrpaNonConnectableAdv()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->oppFixMultipleNotificationsIssues()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->oppServiceFixIndexOutOfBoundsExceptionInUpdateThread()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->oppStartActivityDirectlyFromNotification()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->phyToNative()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->pretendNetworkService()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->removeBondWithAddressMap()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->reportVscDataFromTheGdController()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->resetPairingOnlyForRelatedServiceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->retryEscoWithZeroRetransmissionEffort()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->rfcommAlwaysUseMitm()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->rnrCancelBeforeEventRace()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->rnrPresentDuringServiceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->runBleAudioTicksInWorkerThread()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->scanManagerRefactor()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->scanTimeoutReset()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->settingsCanControlHapPreset()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->skipUnknownRobustCaching()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->supportExclusiveManager()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->supportMetadataDeviceTypesApis()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->synchronousBtaSec()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->systemServerMessenger()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->unixFileSocketCreationFailure()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->useDspCodecWhenControllerDoesNotSupport()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->useEntireMessageHandle()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->useLeShimConnectionMapGuard()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->useNewAirplaneMode()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->useNewSatelliteMode()Z|,||,||,||
|Lcom/android/bluetooth/flags/FeatureFlagsImpl;->vcpMuteUnmute()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->a2dpConcurrentSourceSink()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->a2dpOffloadCodecExtensibility()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->airplaneRessourcesInApp()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->allowSwitchingHidAndHogp()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->apiGetConnectionStateSyncOnMain()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->apiGetConnectionStateUsingIdentityAddress()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->ashaAsrc()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->asymmetricPhyForUnidirectionalCis()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->audioHalVersionClass()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->audioRoutingCentralization()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->autoConnectOnHfpWhenNoA2dpDevice()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->autoConnectOnMultipleHfpWhenNoA2dpDevice()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->autoOnFeature()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->bluffsMitigation()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->brcmBetterLeScanParams()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->breakUhidPollingEarly()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->btSocketApiL2capCid()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->btSystemContextReport()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->btaDmDeferDeviceDiscoveryStateChangeUntilRnrComplete()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->btaDmDiscStuckInCancellingFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->channelSounding()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->channelSoundingInStack()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->closeRfcommInsteadOfReset()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->connectHidAfterServiceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->correctBondTypeOfLoadedDevices()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->delayBondingWhenBusy()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->divideLongSingleGapData()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->dumpsysUsePassedInFd()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->enableSniffOffload()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->encryptedAdvertisingData()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->enumerateGattErrors()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->fixLeOobPairingBypass()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->fixLePairingPasskeyEntryBypass()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->fixNonconnectableScannableAdvertisement()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->fixPairingFailureReasonFromRemote()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->forceBredrForSdpRetry()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->gattCleanupRestrictedHandles()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->gattDropAclOnOutOfResourcesFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->gattFixDeviceBusy()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->gattReconnectOnBtOnFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->gdxDeviceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->gdxServiceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->getAddressTypeApi()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->handleDeliverySendingFailureEvents()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->hfpCodecAptxVoice()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->higherL2capFlushThreshold()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->identityAddressNullIfUnknown()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->ignoreBondTypeForLe()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->isScoManagedByAudio()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->keepStoppedMediaBrowserService()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->keyMissingBroadcast()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->l2capTxCompleteCbInfo()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leAudioDevTypeDetectionFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leAudioFastBondParams()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->lePeriodicScanningReassembler()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leScanFixRemoteException()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leScanParametersFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioActiveDeviceManagerGroupHandlingFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioAddSamplingFrequencies()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioApiSynchronizedBlockFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioBroadcastAudioHandoverPolicies()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioBroadcastFeatureSupport()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioBroadcastMonitorSourceSyncStatus()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioBroadcastVolumeControlForConnectedDevices()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioCallbackOnGroupStreamStatus()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioCodecConfigCallbackOrderFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioDynamicSpatialAudio()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioEnableHealthBasedActions()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioHalClientAsrc()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioMcsTbsAuthorizationRebondFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioMulticodecAidlSupport()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioMultipleVocsInstancesApi()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioStartStreamRaceFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioUnicastInactivateDeviceBasedOnContext()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->leaudioVolumeChangeOnRingtoneFix()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->metadataApiInactiveAudioDeviceUponConnection()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->mfiHasUuid()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->nrpaNonConnectableAdv()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->oppFixMultipleNotificationsIssues()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->oppServiceFixIndexOutOfBoundsExceptionInUpdateThread()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->oppStartActivityDirectlyFromNotification()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->phyToNative()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->pretendNetworkService()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->removeBondWithAddressMap()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->reportVscDataFromTheGdController()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->resetPairingOnlyForRelatedServiceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->retryEscoWithZeroRetransmissionEffort()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->rfcommAlwaysUseMitm()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->rnrCancelBeforeEventRace()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->rnrPresentDuringServiceDiscovery()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->runBleAudioTicksInWorkerThread()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->scanManagerRefactor()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->scanTimeoutReset()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->settingsCanControlHapPreset()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->skipUnknownRobustCaching()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->supportExclusiveManager()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->supportMetadataDeviceTypesApis()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->synchronousBtaSec()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->systemServerMessenger()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->unixFileSocketCreationFailure()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->useDspCodecWhenControllerDoesNotSupport()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->useEntireMessageHandle()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->useLeShimConnectionMapGuard()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->useNewAirplaneMode()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->useNewSatelliteMode()Z|,||,||,||
|Lcom/android/bluetooth/flags/Flags;->vcpMuteUnmute()Z|,||,||,||
